Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
Prestação de serviços - Inativação de ninhos de Vespa Velutina - Concelho de Castelo Branco;Ajuste Direto Regime Geral;Aquisição de serviços;77231200-0;Principal;Serviços de controlo de pragas florestais;10000.0 € ;Município de Castelo Branco (501143530);"Biomater - Ambiente, Sustentabilidade e Conservação da Natureza, Lda. (509653790)";"10.000,00 €";29-09-2023;28-09-2023;365 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY2NDQz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de equipamentos de rede para a Loja do Cidadão;Consulta Prévia;Aquisição de bens móveis;32420000-3;Principal;Equipamento de rede;9410.67 € ;Município de Vila de Rei (506932273);"Wavecom-Soluções Rádio, SA (504813480)";"9.410,67 €";29-09-2023;29-09-2023;90 dias;"Portugal, Castelo Branco, Vila de Rei";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"CONTRATO TAREFA PARA ""MOTORISTA DE TRANSPORTE COLETIVO DE CRIANÇAS (TRANSPORTES ESCOLARES) E TRANSPORTE COLETIVO DE PASSAGEIROS";Ajuste Direto Regime Geral;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;11994.72 € ;Município de Belmonte (506695956);CARLOS MANUEL RODRIGUES MENDES;"11.994,72 €";29-09-2023;29-09-2023;366 dias;"Portugal, Castelo Branco, Belmonte";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Ajuste Direto para a Aquisição de Serviços de aulas de Natação e Hidroginástica na Piscina Municipal Coberta  e Aulas no Ginásio Municipal da Sertã;Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;8433.5 € ;Município da Sertã (506963837);Guida Daniela Laranjeira Vitorino;"8.433,50 €";29-09-2023;27-09-2023;243 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Ajuste Direto para a aquisição de serviços para para o desenvolvimento de atividades de enriquecimento curricular e atividades de animação e apoio à família - Tempo de Acolher, para o ano letivo 2023/2024 – Horário AEC H09";Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;9120.0 € ;Município da Sertã (506963837);Fernanda Maria Ferreirinha de Sousa Manso;"9.120,00 €";29-09-2023;11-09-2023;179 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Consulta Prévia para a aquisição de serviços para o desenvolvimento de atividades de enriquecimento curricular no âmbito do projeto “Super Quinas”, para as crianças do primeiro ciclo do ensino básico, para o ano letivo 2023/2024, horário AEC 2";Consulta Prévia;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;3756.0 € ;Município da Sertã (506963837);Ricardo José Fernandes Alves;"3.756,00 €";29-09-2023;21-09-2023;179 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Prestação de serviços para fornecimento de refeições, e lanche convívio no âmbito da cerimónia de homenagem ao Sr. Padre António Escarameia";Ajuste Direto Regime Geral;Aquisição de serviços;55321000-6;Principal;Serviços de preparação de refeições;4100.0 € ;Município de Vila Velha de Ródão (506642798);"Dimensão Prática, Lda (510022871)";"4.100,00 €";29-09-2023;29-09-2023;1 dias;"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
AQUISIÇÃO DE TESTES RÁPIDOS - BIOLOGIA MOLECULAR PARA O SERVIÇO DE PATOLOGIA CLÍNICA DA ULSCB;Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;93450.0 € ;"UNIDADE LOCAL DE SAÚDE DE CASTELO BRANCO, E.P.E. (509309844)";BioMerieux Portugal (501524177);"93.450,00 €";29-09-2023;28-09-2023;1096 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjM4MDM5;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para elaboração de “Planos de Ação Municipais de adaptação às Alterações Climáticas”;Consulta Prévia;Aquisição de serviços;73200000-4;Principal;Serviços de consultoria em matéria de investigação e desenvolvimento;19700.0 € ;Comunidade Intermunicipal da Beira Baixa (508831725);"IrRADIARE, Investigação e desenvolvimento em energia e ambiente, Lda (503513156)";"19.700,00 €";29-09-2023;28-09-2023;170 dias;"Portugal, Castelo Branco, Proença-a-Nova<BR/>Portugal, Castelo Branco, Idanha-a-Nova<BR/>Portugal, Castelo Branco, Oleiros";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjUwNDY2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Transportes Escolares - Ano Letivo 2023/204;Concurso público;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;13855.0 € ;Município do Fundão (506215695);"Auto Táxis Martins & Irmão, Lda. (500507988)";"13.855,00 €";29-09-2023;21-09-2023;291 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2516641;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Fornecimento de mobiliário para a criação da 4ª sala no Jardim de Infância do Município de Vila de Rei;Ajuste Direto Regime Geral;Aquisição de bens móveis;39161000-8;Principal;Mobiliário para jardins infantis;5121.6 € ;Município de Vila de Rei (506932273);"Luis Coelho Unipessoal, Lda (507051050)";"5.121,60 €";29-09-2023;25-09-2023;30 dias;"Portugal, Castelo Branco, Vila de Rei";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Transportes Escolares - Ano Letivo 2023/204;Concurso público;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;2669.0 € ;Município do Fundão (506215695);"Auto Táxis Martin & Irmão, Lda (500507988)";"2.669,00 €";28-09-2023;14-09-2023;291 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2516641;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Transportes Escolares - Ano Letivo 2023/204;Concurso público;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;7785.0 € ;Município do Fundão (506215695);"Auto Táxis Martins & Irmão, Lda. (500507988)";"7.785,00 €";28-09-2023;14-09-2023;291 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2516641;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Transportes Escolares - Ano Letivo 2023/204;Concurso público;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;8502.0 € ;Município do Fundão (506215695);Paulo Jorge Cruz Gonçalves - Taxis Valverde;"8.502,00 €";28-09-2023;14-09-2023;291 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2516641;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Transportes Escolares - Ano Letivo 2023/204;Concurso público;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;12958.5 € ;Município do Fundão (506215695);Paulo Jorge Cruz Gonçalves - Táxis de Valverde;"12.958,50 €";28-09-2023;22-09-2023;291 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2516641;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Transportes Escolares - Ano Letivo 2023/204;Concurso público;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;1372.5 € ;Município do Fundão (506215695);"Auto Táxis Martins & Irmão, Lda (500507988)";"1.372,50 €";28-09-2023;14-09-2023;291 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2516641;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Transportes Escolares - Ano Letivo 2023/204;Concurso público;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;2759.5 € ;Município do Fundão (506215695);Paulo Jorge Cruz Gonçalves - Táxis de Valverde;"2.759,50 €";28-09-2023;14-09-2023;291 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2516641;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Transportes Escolares - Ano Letivo 2023/204;Concurso público;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;2229.12 € ;Município do Fundão (506215695);Paulo Jorge Cruz Gonçalves - Táxis de Valverde;"2.229,12 €";28-09-2023;14-09-2023;291 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2516641;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de Mobiliário para o Serviço de Psiquiatria da ULSCB, E.P.E. ""PRR-Submedida i3.03""";Consulta Prévia;Aquisição de bens móveis;39100000-3;Principal;Mobiliário;5826.0 € ;"Unidade Local de Saúde de Castelo Branco, EPE (509309844)";LEMIS SOCIEDADE INDUSTRIAL DE MOVEIS E ESTRUTURAS LDA (500649995);"5.826,00 €";28-09-2023;28-09-2023;365 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY4NzYw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de Mobiliário para o Serviço de Psiquiatria da ULSCB, E.P.E. ""PRR-Submedida i3.03""";Consulta Prévia;Aquisição de bens móveis;39100000-3;Principal;Mobiliário;8404.99 € ;"Unidade Local de Saúde de Castelo Branco, EPE (509309844)";"Artifofo - Equipamentos Hospitalares e Farmacêuticos, Lda (506226352)";"8.404,99 €";28-09-2023;28-09-2023;365 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY4NzYw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Lote 1 - Aquisição de Material Informático, Hardware e Software";Consulta Prévia;Aquisição de bens móveis;30236000-2;Principal;Equipamento informático diverso;6008.69 € ;Município de Oleiros (506824152);"Grincop - Gráfica, Informática e Cópia, Lda (502635673)";"6.008,69 €";28-09-2023;19-09-2023;45 dias;"Portugal, Castelo Branco, Oleiros";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY3MTk0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de serviços musicais para Cerimónia de Homenagem Pde. António da Conceição Bengala Escarameia;Ajuste Direto Regime Geral;Aquisição de serviços;92310000-7;Principal;Serviços de criação e interpretação artísticas e literárias;1000.0 € ;Município de Vila Velha de Ródão (506642798);Associação Filarmónica Retaxense (501673733);"1.000,00 €";28-09-2023;28-09-2023;10 dias;"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Ajuste Direto para a aquisição de serviços para para o desenvolvimento de atividades de enriquecimento curricular e atividades de animação e apoio à família - Tempo de Acolher, para o ano letivo 2023/2024 – Horário AEC H06";Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;6456.0 € ;Município da Sertã (506963837);Rita Daniela da Costa Neves;"6.456,00 €";28-09-2023;12-09-2023;179 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Ajuste Direto para a aquisição de serviços para para o desenvolvimento de atividades de enriquecimento curricular e atividades de animação e apoio à família - Tempo de Acolher, para o ano letivo 2023/2024 – Horário AEC H02";Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;6012.0 € ;Município da Sertã (506963837);Berta Cristina Ribeiro Lourenço de Matos Neves;"6.012,00 €";28-09-2023;12-09-2023;179 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Serviços Técnicos - Interpretação e Tradução no Centro para as Migrações do Fundão;Ajuste Direto Regime Geral;Aquisição de serviços;98000000-3;Principal;"Outros serviços comunitários, sociais e pessoais";13488.0 € ;Município do Fundão (506215695);Khatuna Sanderson;"13.488,00 €";28-09-2023;27-09-2023;366 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Consulta Prévia para fornecimento de refeições escolares para os alunos do Jardim de Infância e Escola Básica de Pedrogão Pequeno, para o ano letivo de 2023/2024";Consulta Prévia;Aquisição de serviços;55500000-5;Principal;Serviços de cantinas e de fornecimento de refeições (catering);12370.8 € ;Município da Sertã (506963837);Centro Social Nossa Senhora da Confiança (503779750);"12.370,80 €";28-09-2023;12-09-2023;179 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Ajuste Direto para a a prestação de serviços de transporte de alunos da APPACDM de setembro a julho (circuito 1);Ajuste Direto Regime Geral;Aquisição de serviços;60000000-8;Principal;Serviços de transporte (excl. transporte de resíduos);11310.61 € ;Município da Sertã (506963837);António José da Silva Pereira Alves;"11.310,61 €";28-09-2023;26-09-2023;179 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Ajuste Direto para a prestação de serviços de coordenação das atividades do Programa Criar +, das atividades de animação e apoio à família – Tempo de Acolher e Atividades de Enriquecimento Curricular, para o ano letivo de 2023/2024";Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;18410.0 € ;Município da Sertã (506963837);"Puzzle Conquest - Unipessoal, Lda (510735843)";"18.410,00 €";28-09-2023;22-09-2023;179 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Concerto com “Mad Nomad”, no Cine-Teatro Avenida";Ajuste Direto Regime Geral;Aquisição de serviços;92000000-1;Principal;"Serviços recreativos, culturais e desportivos";5700.0 € ;Município de Castelo Branco (501143530);"Pedro Galhoz - Produções Unipessoal, Lda (509736106)";"5.700,00 €";27-09-2023;27-09-2023;1 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea i) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Aquisição de Sacos de Plástico para a ULSCB;Consulta Prévia;Aquisição de bens móveis;19640000-4;Principal;Sacos de polietileno para recolha de lixo e resíduos;5615.0 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"PLASGAL-PRODUÇÃO DE EMBALAGENS, LDA (500219419)";"5.615,00 €";27-09-2023;27-09-2023;164 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjUwNzE2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Sacos de Plástico para a ULSCB;Consulta Prévia;Aquisição de bens móveis;19640000-4;Principal;Sacos de polietileno para recolha de lixo e resíduos;21359.0 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Rei & Rei, Lda. (502897970)";"21.359,00 €";27-09-2023;27-09-2023;164 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjUwNzE2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Revisão de Projetos: Centro de Saude de Alcains e Unidade de Saude Familiar de Castelo Branco.;Ajuste Direto Regime Geral;Aquisição de serviços;72224000-1;Principal;Serviços de consultoria em gestão de projectos;19500.0 € ;Município de Castelo Branco (501143530);"CMVS, LDA (504284630)";"19.500,00 €";27-09-2023;21-09-2023;20 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY3MTEx;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Desenvolvimento SIG e Migração de Sistemas ERP – ANO para AIRC;Ajuste Direto Regime Geral;Aquisição de serviços;72212000-4;Principal;Serviços de programação de software de aplicação;8818.5 € ;Município de Castelo Branco (501143530);"ESRI Portugal, SA (501941231)";"8.818,50 €";27-09-2023;22-09-2023;30 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY4NDk4;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de espetáculo da Orquestra de Jazz de Matosinhos;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;7500.0 € ;Município da Covilhã (505330768);Associação Orquestra Jazz de Matosinhos  (504418955);"7.500,00 €";27-09-2023;26-09-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Concurso Público para a aquisição de dois veículos automóveis elétricos, ligeiros de passageiros, em regime de leasing financeiro.";Concurso público;Locação de bens móveis;34110000-1;Principal;Automóveis de passageiros;73741.96 € ;Município da Covilhã (505330768);Caixa Geral de Depósitos (500960046);"73.741,96 €";27-09-2023;04-09-2023;1827 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2431545;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de contratação de um Diretor Artístico para o teatro Municipal da Covilhã;Consulta Prévia;Aquisição de serviços;92312110-5;Principal;Serviços recreativos dos produtores teatrais;28200.0 € ;Município da Covilhã (505330768);RUI ANTÓNIO CAPELO GOMES DE SENA;"28.200,00 €";27-09-2023;26-09-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para apoio ao desenvolvimento de instrumentos para melhoria da mobilidade escolar no Município de Castelo Branco;Ajuste Direto Regime Geral;Aquisição de serviços;72224000-1;Principal;Serviços de consultoria em gestão de projectos;19900.0 € ;Município de Castelo Branco (501143530);"TIS PT - CONSULTORES EM TRANSPORTES, INOVAÇÃO E SISTEMAS, SA (504527380)";"19.900,00 €";27-09-2023;25-09-2023;90 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY4NDAz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Serviços de embalagem, transporte (ida e volta) e apoio técnico durante a montagem/desmontagem da exposição do artista Xosé Luis Otero "" A Viaxe, Perdón e Culpa""";Consulta Prévia;Aquisição de serviços;92521100-0;Principal;Serviços de exposições em museus;14196.16 € ;Município de Castelo Branco (501143530);"RN Trans - Actividades Transitárias, S.A. (501522034)";"14.196,16 €";26-09-2023;25-09-2023;180 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY3MTky;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"AQUISIÇÃO DE UMA BATERIA PARA AVALIAÇÃO PSICOLÓGICA DE CONDUTORES, PARA O SERVIÇO DE PSIQUIATRIA DA ULSCB, E.P.E.,_PRR-SUBMEDIDA I03.03";Ajuste Direto Regime Geral;Aquisição de bens móveis;33156000-8;Principal;Material para testes psicológicos;5640.0 € ;"Unidade Local de Saúde de Castelo Branco, EPE (509309844)";"Edipsico, Lda (503466085)";"5.640,00 €";26-09-2023;26-09-2023;1 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;28-09-2023;"5.640,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjYzNTQ1;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Assegurar a limpeza das instalações e equipamentos, distribuição de refeições, acompanhamento de componente letiva e/ou de apoio à família em estabelecimentos escolares no JI de Castelejo";Consulta Prévia;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;10455.6 € ;Município do Fundão (506215695);Isabel Maria Ramos Janeira Lino;"10.455,60 €";26-09-2023;18-09-2023;366 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
